sequence_id,family,host,cluster,umap_x,umap_y
KJ501259.1,flaviviridae,non-human,169,6.76818,12.830369
KJ501260.1,flaviviridae,non-human,169,6.743068,12.801489
KJ501262.1,flaviviridae,non-human,169,6.7949276,12.854667
KJ501263.1,flaviviridae,non-human,169,6.8311033,12.8841
KJ501264.1,flaviviridae,non-human,5,7.8046074,4.989507
KJ501265.1,flaviviridae,non-human,169,6.8463125,12.8952055
KJ501267.1,flaviviridae,non-human,169,7.2337775,13.211983
KJ501268.1,flaviviridae,non-human,5,7.805929,4.9855537
KJ501269.1,flaviviridae,non-human,153,7.5097046,12.188585
KJ501270.1,flaviviridae,non-human,153,7.5090957,12.189464
KJ501271.1,flaviviridae,non-human,169,6.796805,12.857698
KJ501272.1,flaviviridae,non-human,169,6.795205,12.829717
KJ501273.1,flaviviridae,non-human,169,6.9010577,12.940774
KJ501274.1,flaviviridae,non-human,169,6.7811055,12.844382
KJ501275.1,flaviviridae,non-human,5,7.8070354,4.988629
KJ501276.1,flaviviridae,non-human,5,7.8063464,4.9843817
KJ501277.1,flaviviridae,non-human,153,7.5236554,12.170144
KJ501278.1,flaviviridae,non-human,153,7.520001,12.180441
KJ501279.1,flaviviridae,non-human,153,7.4950294,12.2061405
KJ501280.1,flaviviridae,non-human,169,6.7784853,12.838305
KJ501281.1,flaviviridae,non-human,169,6.8022456,12.859954
KJ501282.1,flaviviridae,non-human,5,7.806294,4.989501
KJ501283.1,flaviviridae,non-human,169,6.8197346,12.87406
KJ501284.1,flaviviridae,non-human,169,6.7956076,12.856064
KJ501285.1,flaviviridae,non-human,169,6.8724103,12.918283
KJ501286.1,flaviviridae,non-human,169,6.8102574,12.824833
KJ501287.1,flaviviridae,non-human,169,6.7742777,12.833614
KJ501288.1,flaviviridae,non-human,153,7.476503,12.221503
KJ501289.1,flaviviridae,non-human,153,7.492222,12.214287
KJ501290.1,flaviviridae,non-human,153,7.492758,12.210802
KJ501291.1,flaviviridae,non-human,169,6.8146853,12.879962
KJ501292.1,flaviviridae,non-human,169,6.784767,12.848135
KJ501293.1,flaviviridae,non-human,153,7.378,12.3162
KJ501294.1,flaviviridae,non-human,169,6.816864,12.871807
KJ501295.1,flaviviridae,non-human,169,6.6810255,12.765878
KJ501296.1,flaviviridae,non-human,169,6.837308,12.891717
KJ501297.1,flaviviridae,non-human,169,6.6521235,12.752044
KJ501298.1,flaviviridae,non-human,169,6.7795067,12.92018
KJ501299.1,flaviviridae,non-human,153,7.492448,12.211491
KJ501300.1,flaviviridae,non-human,169,7.1832447,13.17151
KJ501301.1,flaviviridae,non-human,169,6.795937,12.860666
KJ501302.1,flaviviridae,non-human,169,6.848228,12.894279
KJ501303.1,flaviviridae,non-human,169,6.8374214,12.883946
KJ501304.1,flaviviridae,non-human,169,6.793561,12.850924
KJ501305.1,flaviviridae,non-human,169,6.8518033,12.891937
KJ501306.1,flaviviridae,non-human,169,6.8283563,12.878773
KJ501308.1,flaviviridae,non-human,109,-2.1292312,9.0877
KJ501309.1,flaviviridae,non-human,169,6.788279,12.8423
KJ501311.1,flaviviridae,non-human,169,6.8133264,12.876233
KJ501312.1,flaviviridae,non-human,169,6.81703,12.873434
KJ501313.1,flaviviridae,non-human,153,7.482148,12.22332
KJ501314.1,flaviviridae,non-human,173,-12.777548,12.500426
KJ501317.1,flaviviridae,non-human,5,7.806169,4.988808
KJ501318.1,flaviviridae,non-human,153,7.495102,12.206878
KJ501319.1,flaviviridae,non-human,169,6.7856946,12.840622
KJ501320.1,flaviviridae,non-human,5,7.8065615,4.9883084
KJ501321.1,flaviviridae,non-human,169,6.7949643,12.853082
KJ501322.1,flaviviridae,non-human,169,6.861412,12.897938
KJ501323.1,flaviviridae,non-human,169,6.539807,12.673215
KJ501326.1,flaviviridae,non-human,169,6.7313657,12.793609
KJ501327.1,flaviviridae,non-human,169,6.8431153,12.891429
KJ501328.1,flaviviridae,non-human,169,6.7831664,12.8386545
KJ501329.1,flaviviridae,non-human,169,7.1968427,13.18221
KJ501330.1,flaviviridae,non-human,169,6.9175177,12.987443
KJ501331.1,flaviviridae,non-human,169,6.7917743,12.847232
KJ501332.1,flaviviridae,non-human,5,7.8058143,4.991045
KJ501333.1,flaviviridae,non-human,169,6.7614093,12.8208
KJ501335.1,flaviviridae,non-human,169,6.4767337,12.64168
KJ501336.1,flaviviridae,non-human,169,6.786363,12.845865
KJ501337.1,flaviviridae,non-human,169,6.7824187,12.842423
KJ501338.1,flaviviridae,non-human,109,-2.1995468,8.353237
KJ501339.1,flaviviridae,non-human,169,6.764525,12.807398
KJ501340.1,flaviviridae,non-human,169,6.7870255,12.845535
KJ501341.1,flaviviridae,non-human,169,7.2355504,13.211166
KJ501342.1,flaviviridae,non-human,169,7.230521,13.20837
KJ501343.1,flaviviridae,non-human,153,7.489398,12.209691
KJ501344.1,flaviviridae,non-human,153,7.4948397,12.208711
KJ501345.1,flaviviridae,non-human,169,6.790387,12.8426075
KJ501346.1,flaviviridae,non-human,169,6.775986,12.829775
KJ501347.1,flaviviridae,non-human,169,7.1167083,13.110218
KJ501348.1,flaviviridae,non-human,169,6.4884815,12.646436
KJ501349.1,flaviviridae,non-human,169,6.6482654,12.747063
KJ501350.1,flaviviridae,non-human,169,6.800566,12.857484
KJ501351.1,flaviviridae,non-human,169,6.822372,12.875339
KJ501352.1,flaviviridae,non-human,169,6.8340883,12.890917
KJ501353.1,flaviviridae,non-human,169,6.7936277,12.884907
KJ501354.1,flaviviridae,non-human,169,6.7413225,12.8072195
KJ501355.1,flaviviridae,non-human,169,6.7622943,12.859041
KJ501356.1,flaviviridae,non-human,169,6.830313,12.888758
KJ501357.1,flaviviridae,non-human,169,6.8067584,12.86833
KJ501358.1,flaviviridae,non-human,169,6.477239,12.636335
KJ501359.1,flaviviridae,non-human,169,6.7888756,12.844207
KJ501360.1,flaviviridae,non-human,169,6.788447,12.844657
KJ501361.1,flaviviridae,non-human,169,6.773451,12.83424
KJ501362.1,flaviviridae,non-human,5,7.8002496,4.995199
KJ501363.1,flaviviridae,non-human,5,7.8063354,4.989074
KJ501364.1,flaviviridae,non-human,169,6.7858205,12.844781
KJ501365.1,flaviviridae,non-human,169,6.767158,12.807571
KJ501366.1,flaviviridae,non-human,169,6.7670884,12.811972
KJ501368.1,flaviviridae,non-human,169,6.796008,12.852634
KJ501369.1,flaviviridae,non-human,215,5.8482966,2.8059602
KJ501370.1,flaviviridae,non-human,169,6.85496,12.895958
KJ501371.1,flaviviridae,non-human,169,6.843008,12.886898
KJ501372.1,flaviviridae,non-human,169,6.91017,12.834561
KJ501373.1,flaviviridae,non-human,169,6.8530583,12.897579
KJ501374.1,flaviviridae,non-human,153,7.5205636,12.177606
KJ501375.1,flaviviridae,non-human,153,7.5057807,12.193643
KJ501376.1,flaviviridae,non-human,215,5.9518065,2.8663907
KJ501377.1,flaviviridae,non-human,169,6.784333,12.838164
KJ501378.1,flaviviridae,non-human,153,7.518492,12.1809435
KJ501379.1,flaviviridae,non-human,5,7.8030963,4.990305
KJ501380.1,flaviviridae,non-human,169,6.8684754,12.9030485
KJ501381.1,flaviviridae,non-human,169,6.757287,12.823471
KJ501382.1,flaviviridae,non-human,169,6.796803,12.853534
KJ501383.1,flaviviridae,non-human,169,6.783738,12.839737
KJ501384.1,flaviviridae,non-human,169,6.840599,12.886642
KJ501385.1,flaviviridae,non-human,169,6.6856112,12.77331
KJ501386.1,flaviviridae,non-human,169,6.7488136,12.803023
KJ501387.1,flaviviridae,non-human,169,6.7818785,12.841853
KJ501389.1,flaviviridae,non-human,169,6.449873,12.629874
KJ501390.1,flaviviridae,non-human,169,6.8396626,12.894469
KJ501391.1,flaviviridae,non-human,169,6.584264,12.697055
KJ501392.1,flaviviridae,non-human,169,6.6956058,12.770354
KJ501393.1,flaviviridae,non-human,5,7.801157,4.99191
KJ501394.1,flaviviridae,non-human,5,7.807387,4.9936438
KJ501395.1,flaviviridae,non-human,5,7.8066597,4.9878006
KJ501396.1,flaviviridae,non-human,169,6.772978,12.833436
KJ501397.1,flaviviridae,non-human,169,6.78112,12.837471
KJ501398.1,flaviviridae,non-human,169,6.512015,12.6650715
KJ501399.1,flaviviridae,non-human,169,6.853282,12.898219
KJ501400.1,flaviviridae,non-human,169,6.835665,12.8857155
KJ501401.1,flaviviridae,non-human,169,6.7858167,12.846581
KJ501402.1,flaviviridae,non-human,169,6.780305,12.838032
KJ501403.1,flaviviridae,non-human,169,6.792505,12.845427
KJ501404.1,flaviviridae,non-human,169,6.4352508,12.613337
KJ501405.1,flaviviridae,non-human,109,-2.184343,8.356199
KJ501406.1,flaviviridae,non-human,169,6.865418,12.9255905
KJ501408.1,flaviviridae,non-human,169,6.8266807,12.889005
KJ501409.1,flaviviridae,non-human,169,6.458942,12.630306
KJ501410.1,flaviviridae,non-human,169,7.015083,13.041059
KJ501411.1,flaviviridae,non-human,169,6.7505927,12.809134
KJ501412.1,flaviviridae,non-human,169,6.8203044,12.874997
KJ501413.1,flaviviridae,non-human,169,6.790725,12.847085
KJ501414.1,flaviviridae,non-human,169,6.808523,12.865782
KJ501415.1,flaviviridae,non-human,169,6.7867785,12.8396635
KJ501416.1,flaviviridae,non-human,169,6.4807644,12.64172
KJ501418.1,flaviviridae,non-human,169,6.7591043,12.819729
KJ501419.1,flaviviridae,non-human,169,6.438655,12.642893
KJ501420.1,flaviviridae,non-human,169,6.4684277,12.6348915
KJ501421.1,flaviviridae,non-human,169,6.8135033,12.867673
KJ501422.1,flaviviridae,non-human,169,6.774615,12.837566
KJ501423.1,flaviviridae,non-human,169,6.784914,12.835841
KJ501424.1,flaviviridae,non-human,169,6.5213814,12.66947
KJ501425.1,flaviviridae,non-human,169,6.796907,12.853095
KJ501426.1,flaviviridae,non-human,169,6.7811246,12.836842
KJ501427.1,flaviviridae,non-human,169,7.182077,13.169323
KJ501428.1,flaviviridae,non-human,169,6.4869995,12.646733
KJ501429.1,flaviviridae,non-human,169,6.8549314,12.915319
KJ501430.1,flaviviridae,non-human,169,6.831779,12.883442
KJ501431.1,flaviviridae,non-human,169,6.4576545,12.631612
KJ501432.1,flaviviridae,non-human,78,12.38651,12.949912
KJ501434.1,flaviviridae,non-human,78,12.38883,12.9491005
KJ501437.1,flaviviridae,non-human,109,-2.13085,9.097665
KJ501441.1,flaviviridae,non-human,169,6.783946,12.842381
KJ501442.1,flaviviridae,non-human,169,6.881084,12.919934
KJ501443.1,flaviviridae,non-human,5,7.806218,4.984503
KJ501445.1,flaviviridae,non-human,153,7.542946,12.170447
KJ501446.1,flaviviridae,non-human,169,6.7573843,12.813184
KJ501447.1,flaviviridae,non-human,169,6.778392,12.835811
KJ501448.1,flaviviridae,non-human,169,6.8393335,12.888939
KJ501449.1,flaviviridae,non-human,169,6.774736,12.839121
KJ501450.1,flaviviridae,non-human,153,7.51706,12.183226
KJ501451.1,flaviviridae,non-human,169,6.748113,12.827126
KJ501452.1,flaviviridae,non-human,169,6.7813935,12.836654
KJ501453.1,flaviviridae,non-human,169,6.7799945,12.839786
KJ501454.1,flaviviridae,non-human,169,6.7596416,12.819187
KJ501455.1,flaviviridae,non-human,5,7.8052664,4.9886966
KJ501456.1,flaviviridae,non-human,169,6.7851424,12.816976
KJ501457.1,flaviviridae,non-human,169,6.794688,12.853092
KJ501458.1,flaviviridae,non-human,169,6.7465878,12.802609
KJ501460.1,flaviviridae,non-human,169,6.8202653,12.851569
KJ501461.1,flaviviridae,non-human,169,6.796953,12.849522
KJ501462.1,flaviviridae,non-human,169,6.668415,12.7634735
KJ501463.1,flaviviridae,non-human,169,6.8000855,12.861665
KJ501464.1,flaviviridae,non-human,169,6.7594404,12.817974
KJ501466.1,flaviviridae,non-human,169,6.839594,12.890011
KJ501467.1,flaviviridae,non-human,169,6.78037,12.840976
KJ501470.1,flaviviridae,non-human,169,6.761743,12.940365
KJ501471.1,flaviviridae,non-human,169,6.5198975,12.670075
KJ501472.1,flaviviridae,non-human,169,6.8019323,12.855433
KJ501474.1,flaviviridae,non-human,169,6.812308,12.934034
KJ501476.1,flaviviridae,non-human,169,6.778,12.829622
KJ501478.1,flaviviridae,non-human,169,6.4962316,12.651869
KJ501479.1,flaviviridae,non-human,169,6.737011,12.799228
KJ501481.1,flaviviridae,non-human,169,6.8187394,12.882159
KJ501482.1,flaviviridae,non-human,169,6.7631884,12.881325
KJ501485.1,flaviviridae,non-human,169,6.4700203,12.63964
KJ501487.1,flaviviridae,non-human,169,6.7257104,12.891168
KJ501488.1,flaviviridae,non-human,169,6.8469343,12.894602
KJ501489.1,flaviviridae,non-human,5,7.8067064,4.989335
KJ501490.1,flaviviridae,non-human,169,6.767386,12.830599
KJ501491.1,flaviviridae,non-human,169,6.761076,12.88812
KJ501492.1,flaviviridae,non-human,5,7.808376,4.9846535
KJ501493.1,flaviviridae,non-human,153,7.5157757,12.1857195
KJ501494.1,flaviviridae,non-human,153,7.4929614,12.210964
KJ501495.1,flaviviridae,non-human,169,6.7473836,12.866233
KJ501496.1,flaviviridae,non-human,169,6.799104,12.85082
KJ501497.1,flaviviridae,non-human,169,6.802648,12.862575
KJ501498.1,flaviviridae,non-human,169,6.772813,12.851033
KJ501499.1,flaviviridae,non-human,169,6.809085,12.8337345
KJ501500.1,flaviviridae,non-human,169,6.7816052,12.834244
KJ501501.1,flaviviridae,non-human,169,6.9574018,12.999366
KJ501502.1,flaviviridae,non-human,169,7.185748,13.173561
KJ501503.1,flaviviridae,non-human,169,6.7805767,12.83686
KJ501504.1,flaviviridae,non-human,169,6.778088,12.840164
KJ501505.1,flaviviridae,non-human,169,6.8005457,12.860899
KJ501506.1,flaviviridae,non-human,169,6.7613206,12.835518
KJ501507.1,flaviviridae,non-human,169,6.773918,12.906675
KJ501508.1,flaviviridae,non-human,169,6.7723365,12.919902
KJ501509.1,flaviviridae,non-human,169,6.764198,12.825783
KJ501510.1,flaviviridae,non-human,169,6.8364563,12.894854
KJ501511.1,flaviviridae,non-human,169,6.8570285,12.914742
KJ501512.1,flaviviridae,non-human,5,7.807346,4.9882135
KJ501514.1,flaviviridae,non-human,169,6.798467,12.867824
KJ501515.1,flaviviridae,non-human,153,7.503665,12.19601
KJ501516.1,flaviviridae,non-human,5,7.8001127,4.9916945
KJ501517.1,flaviviridae,non-human,169,6.798039,12.854403
KJ501518.1,flaviviridae,non-human,169,6.720608,12.79507
KJ501519.1,flaviviridae,non-human,169,6.778602,12.842731
KJ501521.1,flaviviridae,non-human,169,6.460227,12.631577
KJ501522.1,flaviviridae,non-human,169,6.7607,12.824907
KJ501524.1,flaviviridae,non-human,169,6.7686653,12.832469
KJ501526.1,flaviviridae,non-human,169,6.4872837,12.652554
KJ501527.1,flaviviridae,non-human,169,6.783048,12.843851
KJ501529.1,flaviviridae,non-human,169,6.455468,12.626694
KJ501530.1,flaviviridae,non-human,78,12.384962,12.947601
KJ501531.1,flaviviridae,non-human,109,-2.1298757,9.067282
KJ501532.1,flaviviridae,non-human,109,-2.124419,9.06435
KJ501533.1,flaviviridae,non-human,218,-3.087274,1.5388864
KJ501534.1,flaviviridae,non-human,230,5.2643814,-2.739867
KJ501535.1,flaviviridae,non-human,109,-2.002885,8.54521
KJ501536.1,flaviviridae,non-human,109,-2.062234,8.498938
KJ501537.1,flaviviridae,non-human,109,-2.130333,9.070057
KJ501538.1,flaviviridae,non-human,230,5.2639017,-2.7399647
KJ501539.1,flaviviridae,non-human,230,5.265268,-2.739719
KJ541471.1,flaviviridae,non-human,14,4.5790744,10.684515
KJ579240.1,flaviviridae,human,221,11.810164,7.4207716
KJ579241.1,flaviviridae,human,221,11.842504,7.3867135
KJ579242.1,flaviviridae,human,221,11.842358,7.386092
KJ579243.1,flaviviridae,human,221,11.839004,7.390566
KJ579244.1,flaviviridae,human,221,11.804471,7.423509
KJ579245.1,flaviviridae,human,221,11.814257,7.420253
KJ579246.1,flaviviridae,human,221,11.835083,7.3913317
KJ579247.1,flaviviridae,human,221,11.813293,7.421359
KJ579248.1,flaviviridae,human,221,11.810663,7.421439
KJ596658.1,flaviviridae,human,221,11.835186,7.3915915
KJ596659.1,flaviviridae,human,221,11.841489,7.3870616
KJ596660.1,flaviviridae,human,221,11.805403,7.4230843
KJ596661.1,flaviviridae,human,221,11.813613,7.414329
KJ596662.1,flaviviridae,human,221,11.807093,7.4236994
KJ596663.1,flaviviridae,human,221,11.843482,7.3838677
KJ596664.1,flaviviridae,human,221,11.811598,7.420338
KJ596665.1,flaviviridae,human,221,11.8343525,7.393433
KJ596666.1,flaviviridae,human,221,11.80613,7.4217196
KJ596667.1,flaviviridae,human,221,11.812056,7.42004
KJ596668.1,flaviviridae,human,221,11.853743,7.366827
KJ596669.1,flaviviridae,human,221,11.811625,7.4211893
KJ596670.1,flaviviridae,human,221,11.808591,7.4218946
KJ596671.1,flaviviridae,human,221,11.811436,7.421844
KJ596672.1,flaviviridae,human,221,11.810926,7.422886
KJ596673.1,flaviviridae,human,221,11.811067,7.4203973
KJ596674.1,flaviviridae,human,221,11.80935,7.4228873
KJ619377.1,flaviviridae,non-human,158,10.978732,10.964675
KJ622191.1,flaviviridae,human,165,1.8235731,14.066937
KJ626343.1,flaviviridae,non-human,150,10.170262,2.3267403
KJ633033.1,flaviviridae,non-human,148,7.8074484,9.754114
KJ643590.1,flaviviridae,human,204,13.018218,10.47368
KJ649286.1,flaviviridae,human,137,-0.16920042,2.2897491
KJ660072.1,flaviviridae,non-human,14,4.708767,10.685408
KJ678744.1,flaviviridae,human,2,1.0975165,3.8390543
KJ678780.1,flaviviridae,human,2,1.1021287,3.84857
KJ678817.1,flaviviridae,human,2,1.099408,3.8742647
KJ689448.1,flaviviridae,non-human,14,4.5579376,10.870971
KJ701416.1,flaviviridae,non-human,150,10.139142,2.3678024
KJ701507.1,flaviviridae,human,141,10.153006,5.9178963
KJ726662.1,flaviviridae,non-human,137,-0.3434577,2.04603
KJ734727.1,flaviviridae,non-human,154,-8.223685,10.015272
KJ737429.1,flaviviridae,human,165,1.6537127,14.158748
KJ737430.1,flaviviridae,human,165,1.7682396,14.111856
KJ740745.1,flaviviridae,non-human,27,8.855876,6.141096
KJ740746.1,flaviviridae,non-human,27,8.859347,6.1420436
KJ740747.1,flaviviridae,non-human,27,8.873129,6.2115545
KJ740748.1,flaviviridae,non-human,27,8.879702,6.223945
KJ741266.1,flaviviridae,non-human,2,3.652355,5.2612686
KJ741267.1,flaviviridae,non-human,2,3.2731295,4.6896048
KJ755186.1,flaviviridae,non-human,148,7.799296,9.745933
KJ755855.1,flaviviridae,human,137,-0.34262243,2.0437434
KJ776791.2,flaviviridae,human,231,9.542289,12.332565
KJ782377.1,flaviviridae,non-human,2,4.756601,3.0926504
KJ782378.1,flaviviridae,non-human,2,4.758387,3.0931938
KJ782379.1,flaviviridae,non-human,2,4.756924,3.091814
KJ782380.1,flaviviridae,non-human,2,4.7581544,3.0928347
KJ786934.1,flaviviridae,human,153,7.4929204,12.211554
KJ786935.1,flaviviridae,non-human,169,6.8761425,12.913368
KJ786936.1,flaviviridae,non-human,109,-2.1274726,9.09822
KJ830750.1,flaviviridae,human,141,10.123238,5.925314
KJ830751.1,flaviviridae,human,159,-15.337851,2.588881
KJ859682.1,flaviviridae,non-human,163,9.118559,-0.40589112
KJ859683.1,flaviviridae,non-human,163,9.08414,-0.43825457
KJ883343.1,flaviviridae,human,217,9.72376,8.714102
KJ883344.1,flaviviridae,human,217,9.723612,8.715441
KJ883345.1,flaviviridae,human,217,9.724252,8.71635
KJ883346.1,flaviviridae,human,217,9.727399,8.711164
KJ883348.1,flaviviridae,human,217,9.72612,8.714888
KJ883349.1,flaviviridae,human,217,9.725877,8.717255
KJ914682.1,flaviviridae,non-human,148,7.8044057,9.754362
KJ914683.1,flaviviridae,non-human,148,7.807423,9.752945
KJ918750.1,flaviviridae,human,141,10.691487,5.8040485
KJ922513.1,flaviviridae,human,82,-0.16883615,11.592521
KJ922514.1,flaviviridae,human,82,-0.16202715,11.590914
KJ922515.1,flaviviridae,human,82,-0.16499102,11.590013
KJ922516.1,flaviviridae,human,82,-0.18080413,11.609126
KJ925146.1,flaviviridae,non-human,136,-3.3598354,11.540707
KJ925147.1,flaviviridae,non-human,136,-3.3448892,11.523776
KJ925149.1,flaviviridae,non-human,136,-3.3613307,11.539912
KJ958533.1,flaviviridae,non-human,2,4.757194,3.0939608
KJ958922.1,flaviviridae,non-human,153,7.59336,12.164505
KM019545.1,flaviviridae,non-human,150,10.169516,2.3231468
KM019546.1,flaviviridae,non-human,148,7.807419,9.760357
KM083619.1,flaviviridae,non-human,153,7.4910073,12.211575
KM102539.1,flaviviridae,non-human,27,8.877877,6.160442
KM188953.1,flaviviridae,non-human,27,8.8516035,6.1651764
KM190936.1,flaviviridae,human,157,-2.6655664,10.555959
KM190937.1,flaviviridae,human,142,2.9404142,12.725536
KM203860.1,flaviviridae,non-human,161,-0.7761166,0.87086874
KM203862.1,flaviviridae,non-human,161,-0.85063314,0.8760738
KM217156.1,flaviviridae,human,141,10.122559,5.947065
KM217157.1,flaviviridae,human,141,10.12318,5.9413543
KM217158.1,flaviviridae,human,141,10.155274,5.974399
KM225263.1,flaviviridae,non-human,27,8.863957,6.4816785
KM225264.1,flaviviridae,non-human,27,9.002851,6.8162074
KM225265.1,flaviviridae,non-human,27,8.927071,6.6836324
KM233707.1,flaviviridae,non-human,27,8.769603,6.0512605
KM262189.1,flaviviridae,non-human,152,5.339228,11.428192
KM275941.1,flaviviridae,non-human,27,8.769994,6.05853
KM279515.1,flaviviridae,human,232,13.426603,1.9828458
KM279517.1,flaviviridae,human,232,13.426655,1.9823503
KM279518.1,flaviviridae,human,232,13.427592,1.9826875
KM279519.1,flaviviridae,human,232,13.426839,1.9830905
KM279520.1,flaviviridae,human,232,13.4258585,1.9823883
KM279521.1,flaviviridae,human,232,13.434247,1.986141
KM279522.1,flaviviridae,human,232,13.431843,1.9854938
KM279523.1,flaviviridae,human,232,13.431052,1.9763302
